"Timestamp","Raw1","ByProduct","Product1","ByProduct_From_1_to_2","Raw2","Product2","ByProduct_From_1_to_3","Raw3_1","Raw3_2","Product3"
"2019-08-14 00:00:00","189.99801658","67.13569512","12.90278261","9.480533304","3.009054401","3.802279732","0.7000353938","4.000272978","0.499930781","2.083357578"
"2019-08-15 00:00:00","189.95301576","67.95739556","11.90751812","9.514057787","2.970849918","3.776164406","0.6215937253","4.000022131","0.4999660781","2.062353351"
"2019-08-16 00:00:00","189.99146458","66.78624455","13.88740273","9.604070841","2.992562669","3.779357644","0.5764085336","3.991103475","0.4998916575","2.024234128"
"2019-08-17 00:00:00","190.02284836","67.65219837","11.45812563","9.947597837","3.025180826","3.784770778","0.4999909614","3.983902596","0.5000384485","2.014637606"
"2019-08-18 00:00:00","189.98653581","68.64110037","13.35382828","10.23938528","3.028717508","3.794824864","0.4999998678","3.959653778","0.5000039147","2.023921733"
"2019-08-19 00:00:00","189.97623626","68.63805981","12.42377711","10.42111392","3.011280319","3.79178392","0.5000191486","3.899709053","0.5000713706","2.003755723"
"2019-08-20 00:00:00","189.99413497","67.46536067","13.52846132","9.066573203","2.943893416","3.794373907","0.4999965837","3.899952036","0.5000365924","1.984029553"
"2019-08-21 00:00:00","190.04126522","68.07129989","12.07197036","8.323241732","2.89335517","3.77487624","0.4999952391","3.896196762","0.4999160176","1.968596315"
"2019-08-22 00:00:00","190.00231524","68.13948252","14.49918789","8.586985279","2.886416218","3.752582265","0.5000092708","3.895161682","0.5000185728","1.97051923"
"2019-08-23 00:00:00","189.96510092","69.17434891","11.54117517","9.898832741","2.9175946","3.780825237","0.4999898836","3.872185494","0.5000235669","1.988603906"
"2019-08-24 00:00:00","189.98855181","68.17135047","14.31395712","9.603157109","2.941601581","3.803890191","0.5000020945","3.90002883","0.5000257772","2.014388185"
"2019-08-25 00:00:00","190.01557274","69.24049238","12.74725831","9.697911076","2.912632276","3.781382232","0.4999908871","3.899967112","0.5000607196","2.015207572"
"2019-08-26 00:00:00","189.98594663","68.39151677","14.97368519","8.992558362","2.870750248","3.618308737","0.500057744","3.887205266","0.5000949674","1.973457353"
"2019-08-27 00:00:00","153.14820275","52.10468733","8.986022842","9.160186667","2.886712081","3.540279667","0.3153041824","2.448385203","0.4135912071","1.270136259"
"2019-08-28 00:00:00","104.036283313","34.30097621","5.049438148","10.42178863","2.555543502","3.788176939","0.1218776071","1.91714848","0.3200207566","0.9167609732"
"2019-08-29 00:00:00","162.76325299","56.62045813","7.52527652","9.667058063","2.84563534","3.770076395","0.4999599535","3.996410483","0.4623032065","1.887405295"
"2019-08-30 00:00:00","185.61359481","69.37505631","12.12597526","9.910013875","2.852996582","3.726900151","0.4999963079","4.190327785","0.5000373445","1.934510792"
"2019-08-31 00:00:00","190.00517728","69.79152189","14.15171387","9.798693035","2.919004151","3.791492675","0.4407285551","3.947443815","0.5000224835","1.912061272"
"2019-09-01 00:00:00","190.01197256","72.88505978","13.79775696","10.12090481","2.932227246","3.814095658","0.3999888493","3.699990813","0.4998861428","1.842537072"
"2019-09-02 00:00:00","189.99769245","73.58604947","11.61746101","10.20322747","2.924320659","3.710233666","0.2722604913","3.771197471","0.4999972336","1.84052746"
"2019-09-03 00:00:00","192.83420845","74.55662723","12.63836067","11.61573458","2.990860313","3.533176984","0.04367621343","3.897041616","0.5000980927","1.84049111"
"2019-09-04 00:00:00","199.98264283","78.86494931","13.12218364","11.59463303","3.000448693","3.652814132","0.03738858289","3.900146327","0.4999579983","1.839296474"
"2019-09-05 00:00:00","200.00074518","80.50854378","13.79079717","11.39458299","3.021560955","3.75239251","0.04152314785","3.899608776","0.4763125899","1.824934624"
"2019-09-06 00:00:00","200.00113716","80.03809219","12.478437","11.4057957","3.039518122","3.760066102","0.04334806462","3.882860708","0.4041128608","1.825696867"
"2019-09-07 00:00:00","200.0131936","75.36458754","14.24759779","11.36276537","3.065984777","3.777980012","0.05225030204","3.899793543","0.4040467992","1.826445024"
"2019-09-08 00:00:00","200.0265557","75.59019728","14.01499069","8.564897304","2.934889853","3.766233979","0.01303084433","3.899815208","0.4039717071","1.783365631"
"2019-09-09 00:00:00","170.79370089","61.75598459","9.116104106","8.328754683","2.84364465","3.754764749","0.01191663637","3.899301746","0.4286489195","1.783863451"
"2019-09-10 00:00:00","180.85412797","61.15391683","13.0240048","8.104835009","2.839364493","3.750350252","0.00032788469","3.90013209","0.4499523886","1.789345675"
"2019-09-11 00:00:00","188.18363261","66.05179528","14.09285658","8.466407918","2.930956572","3.746670894","0","3.898539453","0.4500040019","1.819506411"
"2019-09-12 00:00:00","194.7015538","72.4273459","13.12389128","9.381389693","2.979667625","3.730992808","0","3.900584898","0.4500467337","1.829321698"
"2019-09-13 00:00:00","195.00317866","73.13833671","12.54648765","9.837154537","2.950778752","3.741625368","0.001549410424","3.900412222","0.4500398078","1.830300878"
"2019-09-14 00:00:00","195.02051778","68.66835609","13.63685573","9.861064346","2.984174117","3.771750241","0.003446847005","3.899954651","0.4499995505","1.828264547"
"2019-09-15 00:00:00","194.98666873","69.51132292","15.8513687","9.755615826","2.995174973","3.769449352","0.01059046876","3.900166738","0.4499984764","1.822029206"
"2019-09-16 00:00:00","194.99404493","71.05143209","13.91119595","9.729216463","3.01887936","3.750729369","0.002319012062","3.922702319","0.4606771155","1.822875634"
"2019-09-17 00:00:00","195.01437292","70.96381952","13.19974913","9.902384697","2.890964299","3.749952446","0.0001252427954","4.105418224","0.5000825609","1.841509477"
"2019-09-18 00:00:00","195.0101663","69.95335263","12.57822383","9.953215232","2.853053188","3.771987889","0","4.149981134","0.5000121493","1.886627096"
"2019-09-19 00:00:00","194.99732215","71.52542099","13.47393743","10.02903565","2.875705796","3.761223855","0","4.150152486","0.5000329497","1.921607113"
"2019-09-20 00:00:00","194.99103499","73.43476123","13.16492019","10.18731872","2.926192243","3.770016139","0.0005455411593","4.149956084","0.5000084153","1.905529846"
"2019-09-21 00:00:00","194.98711425","73.88629177","13.01094159","10.07367948","2.918868563","3.768788961","0","4.149874278","0.4999749632","1.902831002"
"2019-09-22 00:00:00","195.01024789","74.45012212","13.95448287","10.21147163","2.915809128","3.764748374","0","4.150511683","0.5000606835","1.904718108"
"2019-09-23 00:00:00","195.01288889","74.28810696","11.81690274","10.20254407","2.908941203","3.753816498","0.002352325267","4.112647934","0.5000682384","1.901701216"
"2019-09-24 00:00:00","194.99683693","72.21395784","13.2392698","10.43811821","2.941060795","3.772146846","0.02263148366","3.970996055","0.50003993","1.85383593"
"2019-09-25 00:00:00","194.97174032","74.16307477","11.07465743","10.11650596","2.918658807","3.715319432","0.01421194409","3.94834595","0.4999564819","1.859863437"
"2019-09-26 00:00:00","192.11417799","73.83089616","12.41254352","10.61552642","2.91840265","3.786696421","0","3.873812402","0.5000856967","1.855318662"
"2019-09-27 00:00:00","189.99881028","71.84961071","11.50449223","10.44372864","2.921520056","3.765095224","0","3.848999204","0.5000450532","1.846336956"
"2019-09-28 00:00:00","190.00369951","70.96088257","13.66768683","10.05924678","2.940508462","3.755900766","0","3.836987386","0.4999630071","1.828165109"
"2019-09-29 00:00:00","189.98579878","71.79640236","12.54742163","10.08225309","2.915346313","3.764720132","0","3.850159595","0.4999815954","1.823406608"
"2019-09-30 00:00:00","190.00109393","71.76637609","13.25883774","10.81919484","2.908616681","3.758539503","0","3.845644254","0.4999966711","1.81411618"
"2019-10-01 00:00:00","190.02315474","72.09499361","11.21392675","9.913972289","2.884489366","3.782804718","0","3.850022164","0.49994338","1.823400292"
"2019-10-02 00:00:00","189.98770645","70.67459807","12.93429215","8.931596242","2.870192906","3.5140964","0","3.913493769","0.499990802","1.835277592"
"2019-10-03 00:00:00","190.00935002","72.01709845","11.29853877","10.92088017","2.87274414","3.555734757","0","4.023826517","0.5000791577","1.872511204"
"2019-10-04 00:00:00","190.01772098","73.21030334","12.34627009","11.7368694","2.929765634","3.763904424","0","4.050026761","0.4999783005","1.895638436"
"2019-10-05 00:00:00","189.99744699","72.70599343","11.18413496","11.53153745","2.968783081","3.761222561","0","4.050288234","0.4999615911","1.891067016"
"2019-10-06 00:00:00","189.99902326","70.77946225","12.90584155","11.56918883","2.972210295","3.744668413","0","4.049908288","0.4998285853","1.890311046"
"2019-10-07 00:00:00","160.34955419","57.8891498","10.49862141","11.24180255","2.909982151","3.724612777","0","4.05012749","0.500091435","1.888236934"
"2019-10-08 00:00:00","189.29134502","72.10609871","13.14196526","11.25546879","2.990388406","3.759654762","0","4.050440452","0.4999996223","1.910076153"
"2019-10-09 00:00:00","190.00620532","71.15001541","11.86935175","11.38290047","3.00126402","3.757596819","0","4.049759679","0.5000029491","1.898938088"
"2019-10-10 00:00:00","190.0252413","69.03076434","13.11523534","11.47387968","3.003552966","3.706379654","0","4.050073482","0.500058874","1.913167595"
"2019-10-11 00:00:00","189.995602","70.5136113","12.21525117","11.02091578","2.9893503","3.706452046","0","3.998500417","0.532651409","1.891932438"
"2019-10-12 00:00:00","190.01013669","71.33300065","14.44637287","10.56570638","2.91844053","3.7277164","0","3.949818605","0.6000199104","1.87468615"
"2019-10-13 00:00:00","189.99722952","70.87424104","12.43837127","10.11044296","2.804839889","3.739744678","0","3.950201182","0.6001169672","1.837810789"
"2019-10-14 00:00:00","190.00861132","70.42002193","13.14398233","9.780754271","2.751452978","3.730015265","0","3.949953465","0.5999578017","1.853733634"
"2019-10-15 00:00:00","190.02331334","71.36047237","11.96663339","9.752415336","2.723129009","3.743666449","0","3.949815311","0.6000127256","1.858250775"
"2019-10-16 00:00:00","190.00158725","71.65334587","14.67749412","9.320452543","2.82727735","3.754451709","0","3.949947123","0.5998904131","1.852125698"
"2019-10-17 00:00:00","190.02092293","72.05915494","12.80064157","8.543646236","2.895332668","3.756441925","0","3.95005124","0.5999735388","1.84891557"
"2019-10-18 00:00:00","190.00188019","70.42638263","13.23081652","9.004174666","2.897414556","3.72328619","0","3.950023429","0.6000188921","1.855517103"
"2019-10-19 00:00:00","189.98641262","71.51731612","12.4351272","9.952762508","2.875903516","3.724314848","0","3.950173055","0.6000520243","1.865698016"
"2019-10-20 00:00:00","190.00477902","72.72518183","12.87641267","10.04820755","2.877597832","3.74056426","0","3.949900393","0.5999600923","1.852396547"
"2019-10-21 00:00:00","189.99115959","72.12693408","11.55703365","9.929484981","2.881497074","3.736535043","0","3.949829856","0.6000393949","1.852409245"
"2019-10-22 00:00:00","189.99511803","71.23373818","13.92325648","9.683504432","2.896158794","3.746148755","0","3.950001717","0.5999948409","1.863979502"
"2019-10-23 00:00:00","190.0146365","72.690646","11.51634413","9.578236063","2.880852985","3.728592029","0","3.950049898","0.6000246681","1.856667562"
"2019-10-24 00:00:00","190.02274279","72.92507948","13.29891714","9.550294313","2.909160336","3.744425548","0","3.950220582","0.5999424723","1.85603758"
"2019-10-25 00:00:00","189.98743481","72.36059885","11.92745694","9.342113296","2.896494402","3.71958412","0","3.949927511","0.6000880663","1.845739539"
"2019-10-26 00:00:00","189.98926428","69.68066204","14.18935375","9.16706909","2.904756576","3.689577708","0","3.949741183","0.5999404464","1.829504675"
"2019-10-27 00:00:00","189.99798921","70.71655445","12.88844358","9.64795415","2.904630095","3.690838702","0","3.950068336","0.6000520405","1.840687789"
"2019-10-28 00:00:00","190.00919471","71.50368479","14.29565065","9.70942571","2.878893795","3.730513781","0","3.95016367","0.6000177801","1.846516369"
"2019-10-29 00:00:00","190.00261183","71.52267763","11.60515723","9.68433948","2.905229087","3.775573717","0","3.949712848","0.6000574959","1.864163438"
"2019-10-30 00:00:00","189.9998948","70.41678373","13.05286657","9.748667933","2.921702663","3.75757945","0","3.94979918","0.6000220078","1.847510337"
"2019-10-31 00:00:00","189.98665215","71.8231715","12.52017298","9.690066441","2.928018593","3.724326764","0","3.94996666","0.5999480096","1.852963561"
"2019-11-01 00:00:00","172.54648217","61.6228561","11.77872533","9.658692545","2.928964408","3.698135016","0","3.949974991","0.5999658258","1.842591753"
"2019-11-02 00:00:00","189.98066196","72.16748868","11.98482691","9.597711753","2.909433234","3.732540481","0","3.950064269","0.6000038387","1.831098583"
"2019-11-03 00:00:00","190.00726807","69.97887369","14.15660666","7.980315097","3.213197752","2.858527883","0","1.810164943","0.27492113","0.93013851"
"2019-11-04 00:00:00","190.0028365","71.52055922","11.54374935","0.6344921161","3.332693804","0","0","0","0","0.1470987642"
"2019-11-05 00:00:00","190.00358883","72.25044193","13.68574828","0.8245158983","3.337427276","0","0","0","0","0.156390518"
"2019-11-06 00:00:00","190.00003268","72.37384325","11.8221882","0.8238285676","3.355553214","0","0","0","0","0.1536980074"
"2019-11-07 00:00:00","190.0192156","71.27323683","13.94089903","0.8072939002","3.341771432","0","0","0","0","0.1540550174"
"2019-11-08 00:00:00","189.94789645","71.32287527","12.51575091","6.227072271","3.17911423","1.397468854","0","0","0","0.153578751"
"2019-11-09 00:00:00","104.563551552","39.00146746","6.683548452","8.585735939","3.050860397","3.817210057","0","1.003367256","0.3458702655","0.5569567522"
"2019-11-10 00:00:00","97.963545362","39.05141775","5.138613328","8.541388406","2.55022195","3.790997125","0","3.90082431","0.6040866253","1.738842465"
"2019-11-11 00:00:00","118.45247073","44.37394234","5.984252826","8.662232597","2.639087891","3.776949089","0","4.676012869","0.6243874143","1.969631146"
"2019-11-12 00:00:00","184.17258915","68.70098935","12.14791834","8.425990097","2.664080646","3.764856304","0","5.785628785","0.6962022129","2.21669395"
"2019-11-13 00:00:00","189.99050721","72.65954683","13.29839939","9.021481904","2.489336654","3.770959168","0","5.993536536","0.8000831928","2.332244687"
"2019-11-14 00:00:00","188.3257113","73.14575513","12.49529433","8.199224204","2.57207707","3.587052745","0","5.022410045","0.6614444684","2.04246933"
"2019-11-15 00:00:00","189.967009","73.10332189","13.38508652","8.731291149","2.397695898","3.803142735","0","5.4303867","0.6999707543","2.186890725"
"2019-11-16 00:00:00","190.00426276","70.87153461","12.93378766","8.862343202","2.390816115","3.783770954","0","5.371222763","0.6989398065","2.26365102"
"2019-11-17 00:00:00","190.00976232","70.84339816","13.5557482","8.662553665","2.480465422","3.764390382","0","5.19984391","0.6499059826","2.165855378"
"2019-11-18 00:00:00","189.99378643","70.5573603","13.24634405","8.637785249","2.516720832","3.765750307","0","5.199902165","0.6500561535","2.167227869"
"2019-11-19 00:00:00","190.00064543","70.1623314","13.24397621","8.834916232","2.555079043","3.764739339","0","5.200073743","0.6499806995","2.160758717"
"2019-11-20 00:00:00","189.98796878","69.13830431","12.08475219","8.937582232","2.620700428","3.784565035","0","5.200009181","0.6500907342","2.175240357"
"2019-11-21 00:00:00","189.99439208","69.85705341","12.62125094","8.86867386","2.601354194","3.775455593","0","5.199718175","0.617656497","2.17554935"
"2019-11-22 00:00:00","190.01453222","70.08282991","11.92028987","8.657084981","2.622691962","3.784115161","0","5.199779809","0.5499519498","2.186238459"
"2019-11-23 00:00:00","190.00195218","68.77675055","13.25608666","8.94863377","2.579276624","3.779634297","0","5.185157409","0.5501176839","2.196940479"
"2019-11-24 00:00:00","190.00769546","67.47131887","14.71883015","8.802785988","2.763105484","3.785093893","0","5.200076819","0.5498834901","2.215873589"
"2019-11-25 00:00:00","189.99513093","68.50006215","14.09469442","9.355798674","2.626109689","3.78263659","0","5.200346775","0.5500771746","2.17569142"
"2019-11-26 00:00:00","190.00075567","68.47274375","14.28982712","10.56665952","2.628702672","3.781901899","0","5.125656204","0.549975267","2.188661964"
"2019-11-27 00:00:00","190.00332137","67.8935357","14.40752031","10.18977378","2.647204854","3.746850747","0","5.149298097","0.6109787109","2.159099844"
"2019-11-28 00:00:00","189.99711873","66.69989508","13.94221293","10.36699664","2.639432683","3.753437345","0","5.145196433","0.651631286","2.174749264"
"2019-11-29 00:00:00","190.00741577","67.38858272","14.06677003","11.32400264","2.643994818","3.742295215","0","5.124732033","0.6525083823","2.197581448"
"2019-11-30 00:00:00","189.99321933","67.5749483","13.78452307","11.62126071","2.65067046","3.761861704","0","5.133948594","0.6500550459","2.195893499"
"2019-12-01 00:00:00","190.0264725","67.42290546","13.79308725","11.48695295","2.664880504","3.755502823","0","5.105670479","0.6500000913","2.18652204"
"2019-12-02 00:00:00","190.00633272","66.75713719","13.75049879","11.83749083","2.662040316","3.737905126","0","4.612846063","0.64999575","2.086019959"
"2019-12-03 00:00:00","189.99740706","67.95841635","14.02057228","11.7714386","2.705331996","3.747057735","0","4.597448675","0.6500707891","2.082348876"
"2019-12-04 00:00:00","189.98252098","68.5856703","13.0473801","11.6928611","2.652631007","3.785103172","0","4.598595551","0.6499610079","2.105248789"
"2019-12-05 00:00:00","190.02867124","67.77064563","13.50883345","12.05283232","2.731588372","3.809303085","0","4.599719382","0.6500087401","2.13038782"
"2019-12-06 00:00:00","190.06055016","65.55184488","13.45978758","12.14019482","2.716589863","3.787966319","0","4.599683553","0.650110352","2.122095618"
"2019-12-07 00:00:00","190.00438255","66.44688787","15.65930338","12.20665636","2.728736005","3.78517169","0","4.55000061","0.6499617461","2.110399855"
"2019-12-08 00:00:00","190.02234191","66.42196962","14.90389371","12.14566928","2.734401823","3.776692884","0","4.450418854","0.6499566567","2.053691899"
"2019-12-09 00:00:00","189.98459178","67.21091277","15.19445404","11.82585577","2.657320139","3.601931104","0","4.525784911","0.649992278","2.014702724"
"2019-12-10 00:00:00","190.01257141","67.8547971","13.58793975","11.44725246","2.621971346","3.746937939","0","4.770203369","0.6500577151","2.073602318"
"2019-12-11 00:00:00","189.99791683","68.866392","13.12167411","11.47684586","2.721081049","3.77347893","0","4.899801448","0.6499322378","2.174190298"
"2019-12-12 00:00:00","189.96886508","69.01727734","13.34495408","10.23931796","2.828652185","3.213603731","0","4.900018803","0.6499538541","2.14481052"
"2019-12-13 00:00:00","190.01562424","69.64763935","13.70465132","9.835736343","2.713497331","3.212468617","0","4.891089518","0.6499691776","2.105167636"
"2019-12-14 00:00:00","190.01358575","68.53454481","13.52247107","11.04116514","2.728200603","3.194236617","0","4.872900148","0.6481146128","2.106043487"
"2019-12-15 00:00:00","189.99633296","68.87375189","13.76027919","11.16384072","2.767120183","3.24491155","0","4.89380641","0.6500544139","2.127439188"
"2019-12-16 00:00:00","190.00971187","69.0159512","14.50548298","11.13619733","2.784917227","3.227067681","0","4.900027204","0.6499725808","2.15144209"
"2019-12-17 00:00:00","190.00463855","68.09897473","13.68981805","10.70194773","2.748598159","3.100604745","0","4.848270897","0.648999809","2.123614733"
"2019-12-18 00:00:00","189.92711691","65.62964583","13.71688179","10.6617224","2.785237525","3.076325967","0","4.735781776","0.6500281593","2.059251058"
"2019-12-19 00:00:00","190.00302058","67.19230688","13.16922391","10.41727041","2.793526777","3.076060939","0","4.695544059","0.6499903272","2.0247357"
"2019-12-20 00:00:00","190.00107539","67.45198608","13.4711286","10.47756837","2.816144966","3.207968257","0","4.738451136","0.649985634","2.067732005"
"2019-12-21 00:00:00","189.98486407","67.34509367","13.85941245","9.678339638","2.802569251","3.085037496","0","4.799788192","0.6500692491","2.073870741"
"2019-12-22 00:00:00","189.97326175","66.95707569","13.28536988","9.75766837","2.757846941","3.105141576","0","4.87737494","0.6500609443","2.102829528"
"2019-12-23 00:00:00","190.01126194","67.85286","14.01267082","8.393000689","2.662434364","3.098242557","0","4.899899722","0.6499784606","2.086009372"
"2019-12-24 00:00:00","189.98612982","67.75225571","13.8489631","7.570659235","2.619172543","3.075776246","0","4.899963702","0.6499919623","2.086512222"
"2019-12-25 00:00:00","190.00642416","66.59506173","13.65707226","7.179806449","2.617196616","3.075175897","0","4.899766389","0.6499968341","2.101935207"
"2019-12-26 00:00:00","190.01495973","65.29651463","14.60958881","7.550397563","2.672648395","1.925538148","0","4.899990739","0.6500103262","2.100535833"
"2019-12-27 00:00:00","141.7406782","45.80762163","9.5175694","2.977543124","2.310426178","0.8507965412","0","2.305758892","0.5931836426","1.043316407"
"2019-12-28 00:00:00","178.12861034","60.61375551","12.55205216","0.01675071389","2.547769745","0","0","4.144893606","0.5904010927","1.656278214"
"2019-12-29 00:00:00","189.9846051","67.57651692","13.51617441","3.697216119","2.482610419","0","0","4.778698671","0.6498994336","1.861302433"
"2019-12-30 00:00:00","189.98957285","66.74344012","14.01309544","7.293918802","2.537773234","2.803042147","0","4.827264106","0.6435152685","1.978373167"
"2019-12-31 00:00:00","189.99214737","67.93308344","16.2666469","7.807251205","2.592075026","3.190437894","0","4.999997484","0.6493291812","2.068054592"
"2020-01-01 00:00:00","190.00020946","68.79904135","13.17763786","7.98762983","2.612168713","2.905616672","0","5.000186411","0.6491787592","2.096120483"
"2020-01-02 00:00:00","190.00588697","68.68863669","13.85296468","6.062453586","2.559082641","2.364415012","0","5.000557914","0.6415947411","2.108158544"
"2020-01-03 00:00:00","190.00051562","67.07420319","13.08845229","5.784815156","2.528512727","2.355298503","0","4.999870267","0.6501679913","2.089865662"
"2020-01-04 00:00:00","190.00473571","67.54525585","14.62932957","5.8122622","2.537244136","2.392958331","0","4.999870141","0.6499730267","2.095649861"
